s0250	279
s0250	280
s0250	281
s0250	282
s0250	283
s0250	284
s0250	285
s0250	286
s0250	287
s0250	288
s0250	292
s0250	296
s0250	299
s0011	280
s0011	281
s0011	282
s0011	283
s0011	284
s0011	285
s0011	286
s0011	287
s0011	288
s0011	289
s0011	290
s0011	291
s0011	292
s0011	293
s0011	294
s0011	295
s0011	296
s0011	297
s0011	298
s0011	299
s0011	300
s0011	301
s0011	302
s0011	303
s0011	304
s0011	305
s0011	306
s0011	307
s0011	308
s0011	309
s0011	310
s0011	311
s0011	312
s0011	313
s0011	314
s0011	315
s0011	316
s0011	317
s0011	318
s0011	319
s0011	320
s0011	321
s0011	322
s0011	323
s0011	324
s0011	325
s0011	326
s0011	327
s0011	328
s0011	329
s0011	330
s0011	331
s0011	332
s0011	333
s0011	334
s0011	335
s0011	336
s0011	337
s0011	338
s0011	339
s0011	340
s0011	341
s0011	342
s0011	343
s0011	344
s0011	345
s0011	346
s0011	347
s0011	348
s0011	349
s0011	350
s0011	351
s0011	352
s0011	353
s0011	354
s0011	355
s0011	356
s0011	357
s0011	358
s0011	359
s0011	360
s0011	361
s0011	362
s0011	363
s0720	279
s0720	295
s0720	306
s0720	307
s0720	308
s0720	309
s0720	310
s0720	311
s0720	312
s0720	313
s0720	314
s0720	315
s0720	316
s0720	317
s0720	318
s0720	319
s0720	320
s0720	321
s0720	322
s0720	323
s0720	324
s0720	325
s0720	326
s0720	327
s0720	328
s0720	329
s0720	330
s0720	331
s0720	332
s0720	333
s0720	334
s0720	335
s0720	336
s0720	337
s0720	338
s0720	339
s0720	340
s0720	341
s0720	342
s0720	343
s0720	344
s0720	345
s0720	346
s0720	347
s0720	348
s0720	349
s0720	350
s0720	351
s0720	352
s0720	353
s0720	354
s0720	355
s0720	356
s0720	357
s0720	358
s0720	359
s0720	360
s0720	361
s0720	362
s0720	363
s0720	364
s0720	365
s0720	366
s0720	367
s0720	368
s0720	369
s0720	370
s0720	371
s0720	372
s0720	373
s0720	374
s0720	375
s0720	376
s0720	377
s0720	378
s0720	379
s0477	250
s0477	251
s0477	252
s0477	253
s0477	254
s0477	255
s0477	256
s0477	257
s0477	258
s0477	259
s0477	260
s0477	261
s0477	262
s0477	263
s0477	264
s0477	265
s0477	266
s0477	267
s0477	268
s0477	269
s0477	270
s0477	271
s0477	272
s0477	273
s0477	274
s0477	275
s0477	276
s0477	277
s0477	278
s0477	279
s0477	280
s0477	281
s0477	282
s0477	283
s0477	284
s0477	285
s0477	286
s0477	287
s0477	288
s0477	289
s0477	290
s0477	291
s0477	292
s0477	293
s0477	294
s0477	295
s0477	296
s0477	297
s0477	298
s0477	299
s0477	300
s0477	301
s0477	302
s0477	303
s0477	304
s0477	305
s0477	306
s0477	307
s0477	308
s0477	309
s0477	310
s0477	311
s0477	312
s0477	313
s0477	314
s0477	315
s0477	316
s0477	317
s0477	318
s0477	319
s0477	320
s0477	321
s0477	322
s0477	323
s0477	324
s0477	325
s0477	326
s0477	327
s0477	328
s0477	329
s0477	330
s0477	331
s0477	332
s0477	333
s0461	270
s0461	271
s0461	272
s0461	273
s0461	274
s0461	275
s0461	276
s0461	277
s0461	278
s0461	279
s0461	280
s0461	281
s0461	282
s0461	283
s0461	284
s0461	285
s0461	286
s0461	287
s0461	288
s0461	289
s0461	290
s0461	291
s0461	292
s0461	293
s0461	294
s0461	295
s0461	296
s0461	297
s0461	298
s0461	299
s0461	300
s0461	301
s0461	302
s0461	303
s0461	304
s0461	305
s0461	306
s0461	307
s0461	308
s0461	309
s0461	310
s0461	311
s0461	312
s0461	313
s0461	314
s0461	315
s0461	316
s0461	317
s0461	318
s0461	319
s0461	320
s0461	321
s0461	322
s0461	323
s0461	325
s0461	326
s0461	327
s0461	328
s0461	329
s0461	330
s0461	331
s0461	332
s0461	333
s0461	334
s0461	335
s0461	336
s0461	337
s0461	338
s0461	339
s0461	340
s0461	341
s0461	342
s0461	343
s0461	344
s0461	345
s0461	346
s0461	347
s0461	348
s0461	349
s0461	350
s0461	351
s0461	352
s0461	353
s0461	354
s0461	355
s0461	356
s0461	357
s0461	358
s0461	359
s0461	360
s1287	266
s1287	267
s1287	268
s1287	269
s1287	270
s1287	271
s1287	272
s1287	273
s1287	274
s1287	275
s1287	276
s1287	277
s1287	278
s1287	279
s1287	280
s1287	281
s1287	282
s1287	283
s1287	284
s1287	285
s1287	286
s1287	287
s1287	288
s1287	289
s1287	290
s1287	291
s1287	292
s1287	293
s1287	294
s1287	295
s1287	296
s1287	297
s1287	298
s1287	299
s1287	300
s1287	301
s1287	302
s1287	303
s1287	304
s1287	305
s1287	306
s1287	307
s1287	308
s1287	309
s1287	310
s1287	311
s1287	312
s1287	313
s1287	314
s1287	315
s1287	316
s1287	317
s1287	318
s1287	319
s1287	320
s1287	321
s1287	322
s1287	323
s1287	324
s1287	325
s1287	326
s1287	327
s1287	328
s1287	329
s1287	330
s1287	331
s1287	332
s1287	333
s1287	334
s1287	335
s1287	336
s1287	337
s1287	338
s1287	339
s1287	340
s1287	341
s1287	342
s1287	343
s1287	344
s1287	345
s1287	346
s1287	347
s1287	348
s1287	349
s1287	350
s1287	351
s1287	352
s1287	353
s1287	354
s1287	355
s1287	356
s1287	357
s1287	358
s1287	359
s1336	260
s1336	261
s1336	262
s1336	263
s1336	264
s1336	265
s1336	266
s1336	267
s1336	268
s1336	269
s1336	270
s1336	271
s1336	272
s1336	273
s1336	274
s1336	275
s1336	276
s1336	277
s1336	278
s1336	279
s1336	280
s1336	281
s1336	282
s1336	283
s1336	284
s1336	285
s1336	286
s1336	287
s1336	288
s1336	289
s1336	290
s1336	291
s1336	292
s1336	293
s1336	294
s1336	295
s1336	296
s1336	297
s1336	298
s1336	299
s1336	300
s1336	301
s1336	302
s1336	303
s1336	304
s1336	305
s1336	306
s1336	307
s1336	308
s1336	309
s1336	310
s1336	311
s1336	312
s1336	313
s1336	314
s1336	315
s1336	316
s1336	317
s1336	318
s1336	319
s1336	320
s1336	321
s1336	322
s1336	323
s1336	324
s1336	325
s1336	326
s1336	327
s1336	328
s1336	329
s1336	330
s1336	331
s1336	332
s1336	333
s1336	334
s1336	335
s1336	336
s1336	337
s1336	338
s1336	339
s1336	340
s1336	341
s1127	252
s1127	253
s1127	254
s1127	255
s1127	256
s1127	257
s1127	258
s1127	259
s1127	260
s1127	261
s1127	262
s1127	263
s1127	264
s1127	265
s1127	266
s1127	267
s1127	268
s1127	269
s1127	270
s1127	271
s1127	272
s1127	273
s1127	274
s1127	275
s1127	276
s1127	277
s1127	278
s1127	279
s1127	280
s1127	281
s1127	282
s1127	283
s1127	284
s1127	285
s1127	286
s1127	287
s1127	288
s1127	289
s1127	290
s1127	291
s1127	292
s1127	293
s1127	294
s1127	295
s1127	296
s1127	297
s1127	298
s1127	299
s1127	300
s1127	301
s1127	302
s1127	303
s1127	304
s1127	305
s1127	306
s1127	307
s1127	308
s1127	309
s1127	310
s1127	311
s1127	312
